561.27818;463.45375;-16.2518;133.5;25.8868
558.12562;463.3171;72.1928;168.0;26.4284
558.12562;463.3171;72.1928;168.0;13.2142
558.12562;463.3171;72.1928;168.0;39.6426
558.12562;463.3171;72.1928;168.0;52.8568
558.12562;463.3171;72.1928;168.0;79.2852
563.39541;472.88559;-7.6871;132.0;25.9104
568.24715;460.63543;73.4389;171.0;26.2625
568.24715;460.63543;73.4389;171.0;13.1312
568.24715;460.63543;73.4389;171.0;39.3937
568.24715;460.63543;73.4389;171.0;52.525
568.24715;460.63543;73.4389;171.0;78.7875
556.35631;460.3289;-81.1208;168.0;26.4336
556.35631;460.3289;-81.1208;168.0;13.2168
556.35631;460.3289;-81.1208;168.0;39.6504
556.35631;460.3289;-81.1208;168.0;52.8672
556.35631;460.3289;-81.1208;168.0;79.3008
564.99909;463.6355;-74.8291;160.5;26.2797
564.99909;463.6355;-74.8291;160.5;13.1399
564.99909;463.6355;-74.8291;160.5;39.4196
564.99909;463.6355;-74.8291;160.5;52.5595
564.99909;463.6355;-74.8291;160.5;78.8393
555.17142;455.36402;-6.6732;145.5;25.9073
555.17142;455.36402;-6.6732;145.5;12.9536
546.53824;459.34518;-81.1499;165.0;26.5921
546.53824;459.34518;-81.1499;165.0;13.296
546.53824;459.34518;-81.1499;165.0;39.8881
546.53824;459.34518;-81.1499;165.0;53.1842
546.53824;459.34518;-81.1499;165.0;79.7763
559.38307;464.49793;51.3282;171.0;26.2909
559.38307;464.49793;51.3282;171.0;13.1454
559.38307;464.49793;51.3282;171.0;39.4364
559.38307;464.49793;51.3282;171.0;52.5819
559.38307;464.49793;51.3282;171.0;78.873
555.34075;476.93416;27.2837;157.5;26.2226
555.34075;476.93416;27.2837;157.5;39.334
555.34075;476.93416;27.2837;157.5;52.4454
555.34075;476.93416;27.2837;157.5;78.6686
562.03554;469.73191;-32.9154;139.5;26.0063
562.03554;469.73191;-32.9154;139.5;39.0095
562.03554;469.73191;-32.9154;139.5;52.0127
562.03554;469.73191;-32.9154;139.5;78.0194
567.31379;478.64086;-30.9309;130.5;25.9719
567.31379;478.64086;-30.9309;130.5;12.9859
567.31379;478.64086;-30.9309;130.5;51.9439
