759.27279;414.40417;81.3881;25.5;26.3272
759.27279;414.40417;81.3881;25.5;39.4908
759.27279;414.40417;81.3881;25.5;78.9816
613.26704;434.40503;81.4273;25.5;26.3255
613.26704;434.40503;81.4273;25.5;13.1628
613.26704;434.40503;81.4273;25.5;39.4883
613.26704;434.40503;81.4273;25.5;52.651
613.26704;434.40503;81.4273;25.5;78.9766
561.01396;441.43931;83.1489;25.5;26.3248
561.01396;441.43931;83.1489;25.5;13.1624
561.01396;441.43931;83.1489;25.5;39.4873
561.01396;441.43931;83.1489;25.5;52.6497
561.01396;441.43931;83.1489;25.5;78.9746
708.0197;421.43861;83.1099;25.5;26.3171
708.0197;421.43861;83.1099;25.5;13.1585
708.0197;421.43861;83.1099;25.5;39.4756
813.23404;406.90425;81.1264;24.0;26.3285
813.23404;406.90425;81.1264;24.0;13.1642
813.23404;406.90425;81.1264;24.0;39.4927
797.77156;535.46021;84.0953;22.5;26.614
797.77156;535.46021;84.0953;22.5;13.307
797.77156;535.46021;84.0953;22.5;39.921
746.41294;542.3657;79.141;22.5;26.6598
746.41294;542.3657;79.141;22.5;13.3299
746.41294;542.3657;79.141;22.5;39.9897
746.41294;542.3657;79.141;22.5;53.3196
850.62787;436.4688;-9.9507;25.5;25.6145
850.62787;436.4688;-9.9507;25.5;12.8072
850.62787;436.4688;-9.9507;25.5;38.4218
850.62787;436.4688;-9.9507;25.5;51.2292
511.02507;448.94143;83.46;27.0;26.3279
511.02507;448.94143;83.46;27.0;13.164
511.02507;448.94143;83.46;27.0;39.4919
650.86868;555.44952;83.3488;22.5;26.6306
650.86868;555.44952;83.3488;22.5;13.3153
650.86868;555.44952;83.3488;22.5;39.946
650.86868;555.44952;83.3488;22.5;53.2613
432.37417;459.38819;80.6963;25.5;26.3173
432.37417;459.38819;80.6963;25.5;13.1586
432.37417;459.38819;80.6963;25.5;39.4759
432.37417;459.38819;80.6963;25.5;52.6345
432.37417;459.38819;80.6963;25.5;78.9518
601.14294;562.4124;81.2344;22.5;26.6415
601.14294;562.4124;81.2344;22.5;13.3208
601.14294;562.4124;81.2344;22.5;39.9623
601.14294;562.4124;81.2344;22.5;53.283
601.14294;562.4124;81.2344;22.5;79.9246
870.5898;550.23229;-8.3359;25.5;26.1693
870.5898;550.23229;-8.3359;25.5;13.0847
704.0762;619.03002;-8.4615;21.0;26.545
704.0762;619.03002;-8.4615;21.0;13.2725
551.0;569.92933;90.0;26.788;26.6319
551.0;569.92933;90.0;26.788;13.3159
551.0;569.92933;90.0;26.788;39.9478
551.0;569.92933;90.0;26.788;53.2637
281.9599;536.19996;-5.7395;24.0;26.2706
281.9599;536.19996;-5.7395;24.0;13.1353
281.9599;536.19996;-5.7395;24.0;39.406
281.9599;536.19996;-5.7395;24.0;52.5414
365.80382;595.58459;81.9101;25.5;26.6404
365.80382;595.58459;81.9101;25.5;13.3202
365.80382;595.58459;81.9101;25.5;39.9605
365.80382;595.58459;81.9101;25.5;53.2807
365.80382;595.58459;81.9101;25.5;79.9211
505.95112;627.23566;-7.3188;18.0;26.6496
505.95112;627.23566;-7.3188;18.0;13.3248
505.95112;627.23566;-7.3188;18.0;39.9745
505.95112;627.23566;-7.3188;18.0;53.2994
505.95112;627.23566;-7.3188;18.0;79.9497
313.32268;602.38245;79.8423;22.5;26.6238
313.32268;602.38245;79.8423;22.5;13.3119
493.4467;534.16934;-7.3421;19.5;26.2089
493.4467;534.16934;-7.3421;19.5;13.1044
292.94214;631.03958;-6.8952;24.0;26.7353
292.94214;631.03958;-6.8952;24.0;13.3677
689.05963;524.9117;-7.4836;21.0;26.1031
689.05963;524.9117;-7.4836;21.0;13.0515
259.17822;609.91276;81.5308;24.0;26.6365
871.30999;399.39845;81.1344;25.5;26.3295
871.30999;399.39845;81.1344;25.5;13.1647
841.11403;380.34592;-9.6855;24.0;25.3569
841.11403;380.34592;-9.6855;24.0;12.6784
677.05499;444.81048;-7.7632;18.0;25.7241
677.05499;444.81048;-7.7632;18.0;12.862
415.80707;587.58413;81.9322;25.5;26.6375
415.80707;587.58413;81.9322;25.5;13.3187
415.80707;587.58413;81.9322;25.5;39.9562
415.80707;587.58413;81.9322;25.5;79.9124
891.5275;523.36162;79.6473;25.5;26.6675
891.5275;523.36162;79.6473;25.5;13.3338
854.99985;391.52807;25.0085;96.0;24.9699
854.99985;391.52807;25.0085;96.0;37.4549
854.99985;391.52807;25.0085;96.0;49.94
478.45267;428.21704;-6.9184;19.5;25.7056
478.45267;428.21704;-6.9184;19.5;12.8528
669.97548;393.41463;-4.7969;21.0;25.4966
669.97548;393.41463;-4.7969;21.0;12.7483
669.97548;393.41463;-4.7969;21.0;38.245
271.9659;453.26217;-5.2919;24.0;25.8722
271.9659;453.26217;-5.2919;24.0;12.9361
491.95886;623.10327;67.9303;168.0;25.7044
491.95886;623.10327;67.9303;168.0;12.8522
491.95886;623.10327;67.9303;168.0;38.5566
689.71188;593.2552;69.8146;159.0;25.9519
689.71188;593.2552;69.8146;159.0;12.976
689.71188;593.2552;69.8146;159.0;51.9039
689.71188;593.2552;69.8146;159.0;77.8559
